supplier,model,type,image_input,action,catalog_source,lifecycle_source
Qwen,qwen-image-edit-plus-2025-10-30,image_editing,not_applicable,keep,https://help.aliyun.com/zh/model-studio/models,https://help.aliyun.com/zh/model-studio/rate-limit
Qwen,qwen-image-edit-plus-2025-12-15,image_editing,not_applicable,keep,https://help.aliyun.com/zh/model-studio/models,https://help.aliyun.com/zh/model-studio/rate-limit
Qwen,qwen-image-max,text2image,not_applicable,keep,https://help.aliyun.com/zh/model-studio/models,https://help.aliyun.com/zh/model-studio/rate-limit
Qwen,qwen-image-max-2025-12-30,text2image,not_applicable,keep,https://help.aliyun.com/zh/model-studio/models,https://help.aliyun.com/zh/model-studio/rate-limit
Qwen,qwen-image-plus,text2image,not_applicable,keep,https://help.aliyun.com/zh/model-studio/models,https://help.aliyun.com/zh/model-studio/rate-limit
Qwen,qwen-image-plus-2026-01-09,text2image,not_applicable,keep,https://help.aliyun.com/zh/model-studio/models,https://help.aliyun.com/zh/model-studio/rate-limit
Qwen,qwen-long,llm,no,keep,https://help.aliyun.com/zh/model-studio/models,https://help.aliyun.com/zh/model-studio/rate-limit
Qwen,qwen-max,llm,no,keep,https://help.aliyun.com/zh/model-studio/models,https://help.aliyun.com/zh/model-studio/rate-limit
Qwen,qwen-plus,llm,no,keep,https://help.aliyun.com/zh/model-studio/models,https://help.aliyun.com/zh/model-studio/rate-limit
Qwen,qwen-plus-2025-12-01,llm,no,keep,https://help.aliyun.com/zh/model-studio/models,https://help.aliyun.com/zh/model-studio/rate-limit
Qwen,qwen-tts,tts,not_applicable,keep,https://help.aliyun.com/zh/model-studio/models,https://help.aliyun.com/zh/model-studio/rate-limit
Qwen,qwen-turbo,llm,no,keep,https://help.aliyun.com/zh/model-studio/models,https://help.aliyun.com/zh/model-studio/rate-limit
Qwen,qwen-vl-max,vlm,yes,keep,https://help.aliyun.com/zh/model-studio/models,https://help.aliyun.com/zh/model-studio/rate-limit
Qwen,qwen-vl-ocr,vlm,yes,keep,https://help.aliyun.com/zh/model-studio/models,https://help.aliyun.com/zh/model-studio/rate-limit
Qwen,qwen-vl-plus,vlm,yes,keep,https://help.aliyun.com/zh/model-studio/models,https://help.aliyun.com/zh/model-studio/rate-limit
Qwen,qwen2.5-0.5b-instruct,llm,no,remove,https://help.aliyun.com/zh/model-studio/models,https://help.aliyun.com/zh/model-studio/rate-limit
Qwen,qwen2.5-1.5b-instruct,llm,no,remove,https://help.aliyun.com/zh/model-studio/models,https://help.aliyun.com/zh/model-studio/rate-limit
Qwen,qwen2.5-14b-instruct,llm,no,remove,https://help.aliyun.com/zh/model-studio/models,https://help.aliyun.com/zh/model-studio/rate-limit
Qwen,qwen2.5-14b-instruct-1m,llm,no,remove,https://help.aliyun.com/zh/model-studio/models,https://help.aliyun.com/zh/model-studio/rate-limit
Qwen,qwen2.5-32b-instruct,llm,no,remove,https://help.aliyun.com/zh/model-studio/models,https://help.aliyun.com/zh/model-studio/rate-limit
Qwen,qwen2.5-3b-instruct,llm,no,remove,https://help.aliyun.com/zh/model-studio/models,https://help.aliyun.com/zh/model-studio/rate-limit
Qwen,qwen2.5-72b-instruct,llm,no,remove,https://help.aliyun.com/zh/model-studio/models,https://help.aliyun.com/zh/model-studio/rate-limit
Qwen,qwen2.5-7b-instruct,llm,no,remove,https://help.aliyun.com/zh/model-studio/models,https://help.aliyun.com/zh/model-studio/rate-limit
Qwen,qwen2.5-7b-instruct-1m,llm,no,remove,https://help.aliyun.com/zh/model-studio/models,https://help.aliyun.com/zh/model-studio/rate-limit
Qwen,qwen2.5-vl-embedding,cross_modal_embed,not_applicable,keep,https://help.aliyun.com/zh/model-studio/models,https://help.aliyun.com/zh/model-studio/rate-limit
Qwen,qwen3-0.6b,llm,no,remove,https://help.aliyun.com/zh/model-studio/models,https://help.aliyun.com/zh/model-studio/rate-limit
Qwen,qwen3-1.7b,llm,no,remove,https://help.aliyun.com/zh/model-studio/models,https://help.aliyun.com/zh/model-studio/rate-limit
Qwen,qwen3-14b,llm,no,keep,https://help.aliyun.com/zh/model-studio/models,https://help.aliyun.com/zh/model-studio/rate-limit
Qwen,qwen3-235b-a22b,llm,no,keep,https://help.aliyun.com/zh/model-studio/models,https://help.aliyun.com/zh/model-studio/rate-limit
Qwen,qwen3-235b-a22b-instruct-2507,llm,no,keep,https://help.aliyun.com/zh/model-studio/models,https://help.aliyun.com/zh/model-studio/rate-limit
Qwen,qwen3-235b-a22b-thinking-2507,llm,no,keep,https://help.aliyun.com/zh/model-studio/models,https://help.aliyun.com/zh/model-studio/rate-limit
Qwen,qwen3-30b-a3b,llm,no,keep,https://help.aliyun.com/zh/model-studio/models,https://help.aliyun.com/zh/model-studio/rate-limit
Qwen,qwen3-30b-a3b-instruct-2507,llm,no,keep,https://help.aliyun.com/zh/model-studio/models,https://help.aliyun.com/zh/model-studio/rate-limit
Qwen,qwen3-30b-a3b-thinking-2507,llm,no,keep,https://help.aliyun.com/zh/model-studio/models,https://help.aliyun.com/zh/model-studio/rate-limit
Qwen,qwen3-32b,llm,no,keep,https://help.aliyun.com/zh/model-studio/models,https://help.aliyun.com/zh/model-studio/rate-limit
Qwen,qwen3-4b,llm,no,remove,https://help.aliyun.com/zh/model-studio/models,https://help.aliyun.com/zh/model-studio/rate-limit
Qwen,qwen3-8b,llm,no,keep,https://help.aliyun.com/zh/model-studio/models,https://help.aliyun.com/zh/model-studio/rate-limit
Qwen,qwen3-asr-flash,stt,not_applicable,keep,https://help.aliyun.com/zh/model-studio/models,https://help.aliyun.com/zh/model-studio/rate-limit
Qwen,qwen3-next-80b-a3b-instruct,llm,no,keep,https://help.aliyun.com/zh/model-studio/models,https://help.aliyun.com/zh/model-studio/rate-limit
Qwen,qwen3-next-80b-a3b-thinking,llm,no,keep,https://help.aliyun.com/zh/model-studio/models,https://help.aliyun.com/zh/model-studio/rate-limit
Qwen,qwen3-rerank,rerank,not_applicable,keep,https://help.aliyun.com/zh/model-studio/models,https://help.aliyun.com/zh/model-studio/rate-limit
Qwen,qwen3-vl-embedding,cross_modal_embed,not_applicable,keep,https://help.aliyun.com/zh/model-studio/models,https://help.aliyun.com/zh/model-studio/rate-limit
Qwen,qwen3-vl-flash,vlm,yes,keep,https://help.aliyun.com/zh/model-studio/models,https://help.aliyun.com/zh/model-studio/rate-limit
Qwen,qwen3-vl-flash-us,vlm,yes,keep,https://help.aliyun.com/zh/model-studio/models,https://help.aliyun.com/zh/model-studio/rate-limit
Qwen,qwen3-vl-plus,vlm,yes,keep,https://help.aliyun.com/zh/model-studio/models,https://help.aliyun.com/zh/model-studio/rate-limit
Qwen,qwen3-vl-rerank,rerank,not_applicable,keep,https://help.aliyun.com/zh/model-studio/models,https://help.aliyun.com/zh/model-studio/rate-limit
Qwen,qwen3.5-122b-a10b,vlm,yes,keep,https://help.aliyun.com/zh/model-studio/models,https://help.aliyun.com/zh/model-studio/rate-limit
Qwen,qwen3.5-27b,vlm,yes,keep,https://help.aliyun.com/zh/model-studio/models,https://help.aliyun.com/zh/model-studio/rate-limit
Qwen,qwen3.5-35b-a3b,vlm,yes,keep,https://help.aliyun.com/zh/model-studio/models,https://help.aliyun.com/zh/model-studio/rate-limit
Qwen,qwen3.5-397b-a17b,vlm,yes,keep,https://help.aliyun.com/zh/model-studio/models,https://help.aliyun.com/zh/model-studio/rate-limit
Qwen,qwen3.5-4b,vlm,yes,keep,https://help.aliyun.com/zh/model-studio/models,https://help.aliyun.com/zh/model-studio/rate-limit
Qwen,qwen3.5-9b,vlm,yes,keep,https://help.aliyun.com/zh/model-studio/models,https://help.aliyun.com/zh/model-studio/rate-limit
Qwen,qwen3.5-flash,vlm,yes,keep,https://help.aliyun.com/zh/model-studio/models,https://help.aliyun.com/zh/model-studio/rate-limit
Qwen,qwen3.5-plus,vlm,yes,keep,https://help.aliyun.com/zh/model-studio/models,https://help.aliyun.com/zh/model-studio/rate-limit
Qwen,qwen3.6-27b,vlm,yes,keep,https://help.aliyun.com/zh/model-studio/models,https://help.aliyun.com/zh/model-studio/rate-limit
Qwen,qwen3.6-35b-a3b,vlm,yes,keep,https://help.aliyun.com/zh/model-studio/models,https://help.aliyun.com/zh/model-studio/rate-limit
Qwen,qwen3.6-flash,vlm,yes,keep,https://help.aliyun.com/zh/model-studio/models,https://help.aliyun.com/zh/model-studio/rate-limit
Qwen,qwen3.6-max-preview,llm,no,keep,https://help.aliyun.com/zh/model-studio/models,https://help.aliyun.com/zh/model-studio/rate-limit
Qwen,qwen3.6-plus,vlm,yes,keep,https://help.aliyun.com/zh/model-studio/models,https://help.aliyun.com/zh/model-studio/rate-limit
Qwen,qwen3.7-flash,llm,yes,add,https://help.aliyun.com/zh/model-studio/models,https://help.aliyun.com/zh/model-studio/rate-limit
Qwen,qwen3.7-plus,llm,yes,add,https://help.aliyun.com/zh/model-studio/models,https://help.aliyun.com/zh/model-studio/rate-limit
Qwen,qwen3.8-flash,llm,yes,add,https://help.aliyun.com/zh/model-studio/models,https://help.aliyun.com/zh/model-studio/rate-limit
Qwen,qwen3.8-max,llm,yes,add,https://help.aliyun.com/zh/model-studio/models,https://help.aliyun.com/zh/model-studio/rate-limit
Qwen,qwq-32b,llm,no,remove,https://help.aliyun.com/zh/model-studio/models,https://help.aliyun.com/zh/model-studio/rate-limit
Qwen,qwq-32b-preview,llm,no,remove,https://help.aliyun.com/zh/model-studio/models,https://help.aliyun.com/zh/model-studio/rate-limit
Qwen,qwq-plus,llm,no,keep,https://help.aliyun.com/zh/model-studio/models,https://help.aliyun.com/zh/model-studio/rate-limit
Qwen,sambert,tts,not_applicable,keep,https://help.aliyun.com/zh/model-studio/models,https://help.aliyun.com/zh/model-studio/rate-limit
Qwen,sensevoice-small,stt,not_applicable,keep,https://help.aliyun.com/zh/model-studio/models,https://help.aliyun.com/zh/model-studio/rate-limit
Qwen,text-embedding-async-v1,embed,not_applicable,keep,https://help.aliyun.com/zh/model-studio/models,https://help.aliyun.com/zh/model-studio/rate-limit
Qwen,text-embedding-async-v2,embed,not_applicable,keep,https://help.aliyun.com/zh/model-studio/models,https://help.aliyun.com/zh/model-studio/rate-limit
Qwen,text-embedding-v1,embed,not_applicable,keep,https://help.aliyun.com/zh/model-studio/models,https://help.aliyun.com/zh/model-studio/rate-limit
Qwen,text-embedding-v2,embed,not_applicable,keep,https://help.aliyun.com/zh/model-studio/models,https://help.aliyun.com/zh/model-studio/rate-limit
Qwen,text-embedding-v3,embed,not_applicable,keep,https://help.aliyun.com/zh/model-studio/models,https://help.aliyun.com/zh/model-studio/rate-limit
Qwen,text-embedding-v4,embed,not_applicable,keep,https://help.aliyun.com/zh/model-studio/models,https://help.aliyun.com/zh/model-studio/rate-limit
Qwen,tongyi-embedding-vision-flash,cross_modal_embed,not_applicable,keep,https://help.aliyun.com/zh/model-studio/models,https://help.aliyun.com/zh/model-studio/rate-limit
Qwen,tongyi-embedding-vision-flash-2026-03-06,cross_modal_embed,not_applicable,keep,https://help.aliyun.com/zh/model-studio/models,https://help.aliyun.com/zh/model-studio/rate-limit
Qwen,tongyi-embedding-vision-plus,cross_modal_embed,not_applicable,keep,https://help.aliyun.com/zh/model-studio/models,https://help.aliyun.com/zh/model-studio/rate-limit
Qwen,tongyi-embedding-vision-plus-2026-03-06,cross_modal_embed,not_applicable,keep,https://help.aliyun.com/zh/model-studio/models,https://help.aliyun.com/zh/model-studio/rate-limit
Qwen,wan2.2-t2i-flash,text2image,not_applicable,keep,https://help.aliyun.com/zh/model-studio/models,https://help.aliyun.com/zh/model-studio/rate-limit
Qwen,wan2.2-t2i-plus,text2image,not_applicable,keep,https://help.aliyun.com/zh/model-studio/models,https://help.aliyun.com/zh/model-studio/rate-limit
Qwen,wan2.5-i2i-preview,image_editing,not_applicable,keep,https://help.aliyun.com/zh/model-studio/models,https://help.aliyun.com/zh/model-studio/rate-limit
Qwen,wan2.5-t2i-preview,text2image,not_applicable,keep,https://help.aliyun.com/zh/model-studio/models,https://help.aliyun.com/zh/model-studio/rate-limit
Qwen,wan2.6-i2v,text2video,not_applicable,keep,https://help.aliyun.com/zh/model-studio/models,https://help.aliyun.com/zh/model-studio/rate-limit
Qwen,wan2.6-i2v-flash,text2video,not_applicable,keep,https://help.aliyun.com/zh/model-studio/models,https://help.aliyun.com/zh/model-studio/rate-limit
Qwen,wan2.6-image,image_editing,not_applicable,keep,https://help.aliyun.com/zh/model-studio/models,https://help.aliyun.com/zh/model-studio/rate-limit
Qwen,wan2.6-t2i,text2image,not_applicable,keep,https://help.aliyun.com/zh/model-studio/models,https://help.aliyun.com/zh/model-studio/rate-limit
Qwen,wan2.6-t2v,text2video,not_applicable,keep,https://help.aliyun.com/zh/model-studio/models,https://help.aliyun.com/zh/model-studio/rate-limit
Qwen,wan2.7-image,image_editing,not_applicable,keep,https://help.aliyun.com/zh/model-studio/models,https://help.aliyun.com/zh/model-studio/rate-limit
Qwen,wan2.7-image-pro,image_editing,not_applicable,keep,https://help.aliyun.com/zh/model-studio/models,https://help.aliyun.com/zh/model-studio/rate-limit
Qwen,wan3.0-video,text2video,not_applicable,keep,https://help.aliyun.com/zh/model-studio/models,https://help.aliyun.com/zh/model-studio/rate-limit
Qwen,wan3.0-video-prime,text2video,not_applicable,keep,https://help.aliyun.com/zh/model-studio/models,https://help.aliyun.com/zh/model-studio/rate-limit
Qwen,wanx-background-generation-v2,image_editing,not_applicable,keep,https://help.aliyun.com/zh/model-studio/models,https://help.aliyun.com/zh/model-studio/rate-limit
Qwen,wanx-sketch-to-image-lite,image_editing,not_applicable,keep,https://help.aliyun.com/zh/model-studio/models,https://help.aliyun.com/zh/model-studio/rate-limit
Qwen,wanx-style-repaint-v1,image_editing,not_applicable,keep,https://help.aliyun.com/zh/model-studio/models,https://help.aliyun.com/zh/model-studio/rate-limit
Qwen,wanx-v1,text2image,not_applicable,keep,https://help.aliyun.com/zh/model-studio/models,https://help.aliyun.com/zh/model-studio/rate-limit
Qwen,wanx2.0-t2i-turbo,text2image,not_applicable,keep,https://help.aliyun.com/zh/model-studio/models,https://help.aliyun.com/zh/model-studio/rate-limit
Qwen,wanx2.1-imageedit,image_editing,not_applicable,keep,https://help.aliyun.com/zh/model-studio/models,https://help.aliyun.com/zh/model-studio/rate-limit
Qwen,wanx2.1-t2i-plus,text2image,not_applicable,keep,https://help.aliyun.com/zh/model-studio/models,https://help.aliyun.com/zh/model-studio/rate-limit
Qwen,wanx2.1-t2i-pro,text2image,not_applicable,keep,https://help.aliyun.com/zh/model-studio/models,https://help.aliyun.com/zh/model-studio/rate-limit
Qwen,wanx2.1-t2i-turbo,text2image,not_applicable,keep,https://help.aliyun.com/zh/model-studio/models,https://help.aliyun.com/zh/model-studio/rate-limit
Qwen,z-image-turbo,text2image,not_applicable,keep,https://help.aliyun.com/zh/model-studio/models,https://help.aliyun.com/zh/model-studio/rate-limit
SenseNova,DeepSeek-R1,llm,no,keep,https://www.sensecore.cn/help/docs/model-as-a-service/nova/overview/compatible-mode,
SenseNova,DeepSeek-R1-Distill-Qwen-14B,llm,no,keep,https://www.sensecore.cn/help/docs/model-as-a-service/nova/overview/compatible-mode,
SenseNova,DeepSeek-R1-Distill-Qwen-32B,llm,no,keep,https://www.sensecore.cn/help/docs/model-as-a-service/nova/overview/compatible-mode,
SenseNova,DeepSeek-V3,llm,no,keep,https://www.sensecore.cn/help/docs/model-as-a-service/nova/overview/compatible-mode,
SenseNova,Llama3-70B,llm,no,keep,https://www.sensecore.cn/help/docs/model-as-a-service/nova/overview/compatible-mode,
SenseNova,Llama3-8B,llm,no,keep,https://www.sensecore.cn/help/docs/model-as-a-service/nova/overview/compatible-mode,
SenseNova,Qwen2-72B,llm,no,keep,https://www.sensecore.cn/help/docs/model-as-a-service/nova/overview/compatible-mode,
SenseNova,Qwen2-7B,llm,no,keep,https://www.sensecore.cn/help/docs/model-as-a-service/nova/overview/compatible-mode,
SenseNova,Qwen3-235B,llm,no,keep,https://www.sensecore.cn/help/docs/model-as-a-service/nova/overview/compatible-mode,
SenseNova,Qwen3-32B,llm,no,keep,https://www.sensecore.cn/help/docs/model-as-a-service/nova/overview/compatible-mode,
SenseNova,SenseChat,llm,no,keep,https://www.sensecore.cn/help/docs/model-as-a-service/nova/overview/compatible-mode,
SenseNova,SenseChat-128K,llm,no,keep,https://www.sensecore.cn/help/docs/model-as-a-service/nova/overview/compatible-mode,
SenseNova,SenseChat-32K,llm,no,keep,https://www.sensecore.cn/help/docs/model-as-a-service/nova/overview/compatible-mode,
SenseNova,SenseChat-5,llm,no,keep,https://www.sensecore.cn/help/docs/model-as-a-service/nova/overview/compatible-mode,
SenseNova,SenseChat-5-Cantonese,llm,no,keep,https://www.sensecore.cn/help/docs/model-as-a-service/nova/overview/compatible-mode,
SenseNova,SenseChat-Character,llm,no,keep,https://www.sensecore.cn/help/docs/model-as-a-service/nova/overview/compatible-mode,
SenseNova,SenseChat-Character-Pro,llm,no,keep,https://www.sensecore.cn/help/docs/model-as-a-service/nova/overview/compatible-mode,
SenseNova,SenseChat-Turbo,llm,no,keep,https://www.sensecore.cn/help/docs/model-as-a-service/nova/overview/compatible-mode,
SenseNova,SenseChat-Vision,vlm,yes,keep,https://www.sensecore.cn/help/docs/model-as-a-service/nova/overview/compatible-mode,
SenseNova,SenseNova-V6-5-Pro,vlm,yes,keep,https://www.sensecore.cn/help/docs/model-as-a-service/nova/overview/compatible-mode,
SenseNova,SenseNova-V6-5-Turbo,vlm,yes,keep,https://www.sensecore.cn/help/docs/model-as-a-service/nova/overview/compatible-mode,
SenseNova,SenseNova-V6-Pro,vlm,yes,keep,https://www.sensecore.cn/help/docs/model-as-a-service/nova/overview/compatible-mode,
SenseNova,SenseNova-V6-Reasoner,vlm,yes,keep,https://www.sensecore.cn/help/docs/model-as-a-service/nova/overview/compatible-mode,
SenseNova,SenseNova-V6-Turbo,vlm,yes,keep,https://www.sensecore.cn/help/docs/model-as-a-service/nova/overview/compatible-mode,
SenseNova,deepseek-v4-flash,llm,no,keep,https://www.sensecore.cn/help/docs/model-as-a-service/nova/overview/compatible-mode,
SenseNova,glm-5.2,llm,no,keep,https://www.sensecore.cn/help/docs/model-as-a-service/nova/overview/compatible-mode,
SenseNova,nova-embedding-stable,embed,not_applicable,keep,https://www.sensecore.cn/help/docs/model-as-a-service/nova/overview/compatible-mode,
SenseNova,sensenova-6.7-flash-lite,llm,yes,keep,https://www.sensecore.cn/help/docs/model-as-a-service/nova/overview/compatible-mode,
SenseNova,sensenova-u1-fast,text2image,not_applicable,keep,https://www.sensecore.cn/help/docs/model-as-a-service/nova/overview/compatible-mode,
SenseNova,sensenova-u1.5-lite,image_editing,not_applicable,keep,https://www.sensecore.cn/help/docs/model-as-a-service/nova/overview/compatible-mode,
SiliconFlow,BAAI/bge-large-en-v1.5,embed,not_applicable,keep,https://www.siliconflow.cn/models,https://docs.siliconflow.cn/docs/release-notes/overview
SiliconFlow,BAAI/bge-large-zh-v1.5,embed,not_applicable,keep,https://www.siliconflow.cn/models,https://docs.siliconflow.cn/docs/release-notes/overview
SiliconFlow,BAAI/bge-m3,embed,not_applicable,keep,https://www.siliconflow.cn/models,https://docs.siliconflow.cn/docs/release-notes/overview
SiliconFlow,BAAI/bge-reranker-v2-m3,rerank,not_applicable,keep,https://www.siliconflow.cn/models,https://docs.siliconflow.cn/docs/release-notes/overview
SiliconFlow,ByteDance-Seed/Seed-OSS-36B-Instruct,llm,no,keep,https://www.siliconflow.cn/models,https://docs.siliconflow.cn/docs/release-notes/overview
SiliconFlow,FunAudioLLM/CosyVoice2-0.5B,tts,not_applicable,keep,https://www.siliconflow.cn/models,https://docs.siliconflow.cn/docs/release-notes/overview
SiliconFlow,FunAudioLLM/SenseVoiceSmall,stt,not_applicable,keep,https://www.siliconflow.cn/models,https://docs.siliconflow.cn/docs/release-notes/overview
SiliconFlow,Kwai-Kolors/Kolors,image_editing,not_applicable,keep,https://www.siliconflow.cn/models,https://docs.siliconflow.cn/docs/release-notes/overview
SiliconFlow,MiniMaxAI/MiniMax-M2.5,llm,no,remove,https://www.siliconflow.cn/models,https://docs.siliconflow.cn/docs/release-notes/overview
SiliconFlow,PaddlePaddle/PaddleOCR-VL-1.5,vlm,yes,add,https://www.siliconflow.cn/models,https://docs.siliconflow.cn/docs/release-notes/overview
SiliconFlow,Pro/BAAI/bge-m3,embed,not_applicable,keep,https://www.siliconflow.cn/models,https://docs.siliconflow.cn/docs/release-notes/overview
SiliconFlow,Pro/BAAI/bge-reranker-v2-m3,rerank,not_applicable,keep,https://www.siliconflow.cn/models,https://docs.siliconflow.cn/docs/release-notes/overview
SiliconFlow,Pro/MiniMaxAI/MiniMax-M2.5,llm,no,remove,https://www.siliconflow.cn/models,https://docs.siliconflow.cn/docs/release-notes/overview
SiliconFlow,Pro/Qwen/Qwen2.5-7B-Instruct,llm,no,keep,https://www.siliconflow.cn/models,https://docs.siliconflow.cn/docs/release-notes/overview
SiliconFlow,Pro/deepseek-ai/DeepSeek-R1,llm,no,keep,https://www.siliconflow.cn/models,https://docs.siliconflow.cn/docs/release-notes/overview
SiliconFlow,Pro/deepseek-ai/DeepSeek-V3,llm,no,keep,https://www.siliconflow.cn/models,https://docs.siliconflow.cn/docs/release-notes/overview
SiliconFlow,Pro/deepseek-ai/DeepSeek-V3.1-Terminus,llm,no,keep,https://www.siliconflow.cn/models,https://docs.siliconflow.cn/docs/release-notes/overview
SiliconFlow,Pro/deepseek-ai/DeepSeek-V3.2,llm,no,keep,https://www.siliconflow.cn/models,https://docs.siliconflow.cn/docs/release-notes/overview
SiliconFlow,Pro/moonshotai/Kimi-K2-Instruct-0905,llm,no,remove,https://www.siliconflow.cn/models,https://docs.siliconflow.cn/docs/release-notes/overview
SiliconFlow,Pro/moonshotai/Kimi-K2-Thinking,llm,no,remove,https://www.siliconflow.cn/models,https://docs.siliconflow.cn/docs/release-notes/overview
SiliconFlow,Pro/moonshotai/Kimi-K2.5,vlm,yes,remove,https://www.siliconflow.cn/models,https://docs.siliconflow.cn/docs/release-notes/overview
SiliconFlow,Pro/moonshotai/Kimi-K2.6,vlm,yes,keep,https://www.siliconflow.cn/models,https://docs.siliconflow.cn/docs/release-notes/overview
SiliconFlow,Pro/zai-org/GLM-4.7,llm,no,remove,https://www.siliconflow.cn/models,https://docs.siliconflow.cn/docs/release-notes/overview
SiliconFlow,Pro/zai-org/GLM-5,llm,no,remove,https://www.siliconflow.cn/models,https://docs.siliconflow.cn/docs/release-notes/overview
SiliconFlow,Pro/zai-org/GLM-5.1,llm,no,keep,https://www.siliconflow.cn/models,https://docs.siliconflow.cn/docs/release-notes/overview
SiliconFlow,Qwen/Qwen-Image,text2image,not_applicable,keep,https://www.siliconflow.cn/models,https://docs.siliconflow.cn/docs/release-notes/overview
SiliconFlow,Qwen/Qwen-Image-Edit,image_editing,not_applicable,keep,https://www.siliconflow.cn/models,https://docs.siliconflow.cn/docs/release-notes/overview
SiliconFlow,Qwen/Qwen-Image-Edit-2509,image_editing,not_applicable,keep,https://www.siliconflow.cn/models,https://docs.siliconflow.cn/docs/release-notes/overview
SiliconFlow,Qwen/Qwen2.5-14B-Instruct,llm,no,keep,https://www.siliconflow.cn/models,https://docs.siliconflow.cn/docs/release-notes/overview
SiliconFlow,Qwen/Qwen2.5-32B-Instruct,llm,no,keep,https://www.siliconflow.cn/models,https://docs.siliconflow.cn/docs/release-notes/overview
SiliconFlow,Qwen/Qwen2.5-72B-Instruct,llm,no,keep,https://www.siliconflow.cn/models,https://docs.siliconflow.cn/docs/release-notes/overview
SiliconFlow,Qwen/Qwen2.5-72B-Instruct-128K,llm,no,keep,https://www.siliconflow.cn/models,https://docs.siliconflow.cn/docs/release-notes/overview
SiliconFlow,Qwen/Qwen2.5-7B-Instruct,llm,no,keep,https://www.siliconflow.cn/models,https://docs.siliconflow.cn/docs/release-notes/overview
SiliconFlow,Qwen/Qwen3-14B,llm,no,keep,https://www.siliconflow.cn/models,https://docs.siliconflow.cn/docs/release-notes/overview
SiliconFlow,Qwen/Qwen3-235B-A22B-Instruct-2507,llm,no,remove,https://www.siliconflow.cn/models,https://docs.siliconflow.cn/docs/release-notes/overview
SiliconFlow,Qwen/Qwen3-30B-A3B-Instruct-2507,llm,no,keep,https://www.siliconflow.cn/models,https://docs.siliconflow.cn/docs/release-notes/overview
SiliconFlow,Qwen/Qwen3-30B-A3B-Thinking-2507,llm,no,remove,https://www.siliconflow.cn/models,https://docs.siliconflow.cn/docs/release-notes/overview
SiliconFlow,Qwen/Qwen3-32B,llm,no,keep,https://www.siliconflow.cn/models,https://docs.siliconflow.cn/docs/release-notes/overview
SiliconFlow,Qwen/Qwen3-8B,llm,no,keep,https://www.siliconflow.cn/models,https://docs.siliconflow.cn/docs/release-notes/overview
SiliconFlow,Qwen/Qwen3-ASR-1.7B,stt,not_applicable,add,https://www.siliconflow.cn/models,https://docs.siliconflow.cn/docs/release-notes/overview
SiliconFlow,Qwen/Qwen3-Coder-30B-A3B-Instruct,llm,no,keep,https://www.siliconflow.cn/models,https://docs.siliconflow.cn/docs/release-notes/overview
SiliconFlow,Qwen/Qwen3-Embedding-0.6B,embed,not_applicable,keep,https://www.siliconflow.cn/models,https://docs.siliconflow.cn/docs/release-notes/overview
SiliconFlow,Qwen/Qwen3-Embedding-4B,embed,not_applicable,keep,https://www.siliconflow.cn/models,https://docs.siliconflow.cn/docs/release-notes/overview
SiliconFlow,Qwen/Qwen3-Embedding-8B,embed,not_applicable,keep,https://www.siliconflow.cn/models,https://docs.siliconflow.cn/docs/release-notes/overview
SiliconFlow,Qwen/Qwen3-Omni-30B-A3B-Captioner,vlm,yes,add,https://www.siliconflow.cn/models,https://docs.siliconflow.cn/docs/release-notes/overview
SiliconFlow,Qwen/Qwen3-Omni-30B-A3B-Instruct,vlm,yes,add,https://www.siliconflow.cn/models,https://docs.siliconflow.cn/docs/release-notes/overview
SiliconFlow,Qwen/Qwen3-Omni-30B-A3B-Thinking,vlm,yes,add,https://www.siliconflow.cn/models,https://docs.siliconflow.cn/docs/release-notes/overview
SiliconFlow,Qwen/Qwen3-Reranker-0.6B,rerank,not_applicable,keep,https://www.siliconflow.cn/models,https://docs.siliconflow.cn/docs/release-notes/overview
SiliconFlow,Qwen/Qwen3-Reranker-4B,rerank,not_applicable,keep,https://www.siliconflow.cn/models,https://docs.siliconflow.cn/docs/release-notes/overview
SiliconFlow,Qwen/Qwen3-Reranker-8B,rerank,not_applicable,keep,https://www.siliconflow.cn/models,https://docs.siliconflow.cn/docs/release-notes/overview
SiliconFlow,Qwen/Qwen3-VL-30B-A3B-Instruct,vlm,yes,keep,https://www.siliconflow.cn/models,https://docs.siliconflow.cn/docs/release-notes/overview
SiliconFlow,Qwen/Qwen3-VL-30B-A3B-Thinking,vlm,yes,keep,https://www.siliconflow.cn/models,https://docs.siliconflow.cn/docs/release-notes/overview
SiliconFlow,Qwen/Qwen3-VL-32B-Instruct,vlm,yes,keep,https://www.siliconflow.cn/models,https://docs.siliconflow.cn/docs/release-notes/overview
SiliconFlow,Qwen/Qwen3-VL-32B-Thinking,vlm,yes,keep,https://www.siliconflow.cn/models,https://docs.siliconflow.cn/docs/release-notes/overview
SiliconFlow,Qwen/Qwen3-VL-8B-Instruct,vlm,yes,keep,https://www.siliconflow.cn/models,https://docs.siliconflow.cn/docs/release-notes/overview
SiliconFlow,Qwen/Qwen3-VL-8B-Thinking,vlm,yes,keep,https://www.siliconflow.cn/models,https://docs.siliconflow.cn/docs/release-notes/overview
SiliconFlow,Qwen/Qwen3-VL-Embedding-8B,cross_modal_embed,not_applicable,keep,https://www.siliconflow.cn/models,https://docs.siliconflow.cn/docs/release-notes/overview
